description,tags,title
"When Colin Stokes' 3-year-old son caught a glimpse of ""Star Wars,"" he was instantly obsessed. But what messages did he absorb from the sci-fi classic? Stokes asks for more movies that send positive messages to boys: that cooperation is heroic, and respecting women is as manly as defeating the villain.","['TEDx', 'culture', 'film', 'identity', 'men', 'movies', 'parenting']",How movies teach manhood
"Reporter Janine di Giovanni has been to the worst places on Earth to bring back stories from Bosnia, Sierra Leone and most recently Syria. She tells stories of human moments within large conflicts -- and explores that shocking transition when a familiar city street becomes a bombed-out battleground.","['PTSD', 'Syria', 'TEDx', 'global issues', 'journalism', 'war']",What I saw in the war
"How can you help kids get a good start? In this heartfelt and personal talk, Colin Powell, the former U.S. Secretary of State, asks parents, friends and relatives to support children, starting before they even get to primary school, through community and a strong sense of responsibility.","['TEDx', 'children', 'culture', 'education', 'parenting', 'student', 'teaching', 'youth']",Kids need structure
"Laparoscopic surgery uses minimally invasive incisions -- which means less pain and shorter recovery times for patients. But Steven Schwaitzberg has run into two problems teaching these techniques to surgeons around the world: language and distance. He shares how a new technology, which combines videoconferencing and a real-time universal translator, could help.","['Surgery', 'TEDx', 'health care', 'medicine', 'technology']",A universal translator for surgeons
"Leslie Morgan Steiner was in ""crazy love"" -- that is, madly in love with a man who routinely abused her and threatened her life. Steiner tells the story of her relationship, correcting misconceptions many people hold about victims of domestic violence, and explaining how we can all help break the silence. ","['culture', 'global issues', 'love', 'relationships', 'violence', 'women']",Why domestic violence victims don't leave
Plenty of people need jobs with very flexible hours -- but it's difficult for those people to connect with the employers who need them. Wingham Rowan is working on that. He explains how the same technology that powers modern financial markets can help employers book workers for slivers of time.,"['business', 'global issues', 'technology', 'work']",A new kind of job market
"Coding isn't just for computer whizzes, says Mitch Resnick of MIT Media Lab -- it's for everyone. In a fun, demo-filled talk Resnick outlines the benefits of teaching kids to code, so they can do more than just use new tech toys but also create them.","['Internet', 'TEDx', 'children', 'code', 'computers', 'education', 'parenting', 'technology', 'youth']",Let's teach kids to code
"iO Tillett Wright has photographed 2,000 people who consider themselves somewhere on the LGBTQ spectrum -- and asked many of them: Can you assign a percentage to how gay or straight you are? Most people, it turns out, consider themselves to exist in the gray areas of sexuality, not 100% gay or straight. Which presents a real problem when it comes to discrimination: Where do you draw the line?","['Gender equality', 'Gender spectrum', 'LGBT', 'TEDx', 'Transgender', 'United States', 'gender', 'identity', 'inequality', 'photography', 'relationships']",Fifty shades of gay
"Imagine a country with abundant power -- oil and gas, sunshine, wind (and money) -- but missing one key essential for life: water. Infrastructure engineer Fahad Al-Attiya talks about the unexpected ways that the small Middle Eastern nation of Qatar creates its water supply.","['Middle East', 'TEDx', 'agriculture', 'cities', 'food', 'infrastructure', 'technology', 'water']",A country with no water
"Kid President commands you to wake up, listen to the beating of your heart and create something that will make the world awesome. This video from SoulPancake delivers a soul-stirring dose of inspiration that only a 9-year-old can give.","['children', 'comedy', 'humor']",I think we all need a pep talk
"In Libya, Zahra' Langhi was part of the ""days of rage"" movement that helped topple the dictator Gaddafi. But -- then what? In their first elections, Libyans tried an innovative slate of candidates, the ""zipper ballot,"" that ensured equal representation from men and women of both sides. Yet the same gridlocked politics of dominance and exclusion won out. What Libya needs now, Langhi suggests, is collaboration, not competition; compassion, not rage. ","['compassion', 'democracy', 'global issues', 'politics', 'women']",Why Libya's revolution didn't work -- and what might
"High school science teacher Tyler DeWitt was ecstatic about his new lesson plan on bacteria (how cool!) -- and devastated when his students hated it. The problem was the textbook: it was impossible to understand. He delivers a rousing call for science teachers to ditch the jargon and extreme precision, and instead make science sing through stories and demonstrations.","['DNA', 'TEDx', 'bacteria', 'biology', 'children', 'education', 'genetics', 'marketing', 'microbiology', 'physiology', 'psychology', 'science', 'storytelling']",Hey science teachers -- make it fun
"There are so many tiny, beautiful, funny, tragic moments in your life -- how are you going to remember them all? Director Cesar Kuriyama shoots one second of video every day as part of an ongoing project to collect all the special bits of his life.","['art', 'film', 'life', 'memory', 'online video']",One second every day
"Chemist Lee Cronin is working on a 3D printer that, instead of objects, is able to print molecules. An exciting potential long-term application: printing your own medicine using chemical inks.","['3d printing', 'biology', 'biotech', 'chemistry', 'engineering', 'future', 'health care', 'innovation', 'invention', 'manufacturing', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'product design', 'science', 'software', 'synthetic biology', 'technology']",Print your own medicine
"Make a city beautiful, curb corruption. Edi Rama took this deceptively simple path as mayor of Tirana, Albania, where he instilled pride in his citizens by transforming public spaces with colorful designs.","['Europe', 'TEDx', 'art', 'cities', 'community', 'global issues', 'government', 'urban planning']",Take back your city with paint
"Imagine a country where girls must sneak out to go to school, with deadly consequences if they get caught learning. This was Afghanistan under the Taliban, and traces of that danger remain today. 22-year-old Shabana Basij-Rasikh runs a school for girls in Afghanistan. She celebrates the power of a family's decision to believe in their daughters -- and tells the story of one brave father who stood up to local threats.","['TEDx', 'education', 'feminism', 'global issues', 'women']",Dare to educate Afghan girls
"Paved roads are nice to look at, but they're easily damaged and costly to repair. Erik Schlangen demos a new type of porous asphalt made of simple materials with an astonishing feature: When cracked, it can be ""healed"" by induction heating. ","['TEDx', 'demo', 'design', 'engineering', 'industrial design', 'infrastructure', 'innovation', 'invention', 'materials', 'science', 'technology', 'urban planning']","A ""self-healing"" asphalt"
"James Glattfelder studies complexity: how an interconnected system -- say, a swarm of birds -- is more than the sum of its parts. And complexity theory, it turns out, can reveal a lot about how the world economy works. Glattfelder shares a groundbreaking study of how control flows through the global economy, and how concentration of power in the hands of a shockingly small number leaves us all vulnerable.","['TEDx', 'business', 'complexity', 'data', 'economics', 'global issues', 'inequality']",Who controls the world?
"In long-term relationships, we often expect our beloved to be both best friend and erotic partner. But as Esther Perel argues, good and committed sex draws on two conflicting needs: our need for security and our need for surprise. So how do you sustain desire? With wit and eloquence, Perel lets us in on the mystery of erotic intelligence.","['culture', 'love', 'relationships', 'sex']",The secret to desire in a long-term relationship
"Why do we ever stop playing and creating? With charm and humor, celebrated Korean author Young-ha Kim invokes the world's greatest artists to urge you to unleash your inner child -- the artist who wanted to play forever. ","['TEDx', 'art', 'creativity', 'spoken word', 'writing']","Be an artist, right now!"
"Can we use our brains to directly control machines? Miguel Nicolelis suggests yes, showing how a clever monkey in the US learned to control a robot arm in Japan purely with its thoughts. The research has big implications for quadraplegic people -- and in fact, it powered the exoskeleton that kicked off the 2014 World Cup.","['Bioethics', 'biotech', 'brain', 'cognitive science', 'cyborg', 'design', 'disability', 'engineering', 'exoskeleton', 'innovation', 'invention', 'mind', 'monkeys', 'neuroscience', 'primates', 'programming', 'prosthetics', 'robots', 'science', 'technology']","A monkey that controls a robot with its thoughts. No, really."
"What can economists learn from linguists? Behavioral economist Keith Chen introduces a fascinating pattern from his research: that languages without a concept for the future -- ""It rain tomorrow,"" instead of ""It will rain tomorrow"" -- correlate strongly with high savings rates.","['behavioral economics', 'business', 'data', 'economics', 'language']",Could your language affect your ability to save money?
"Trinidad and Tobago amassed great wealth in the 1970s thanks to oil -- but 2 out of every 3 dollars earmarked for development ended up wasted or stolen. This fact has haunted Afra Raymond for 30 years. Shining a flashlight on a continued history of government corruption, Raymond gives us a reframing of financial crime.","['TEDx', 'corruption', 'crime', 'economics', 'government', 'protests']",Three myths about corruption
"How can we measure what makes a school system work? Andreas Schleicher walks us through the PISA test, a global measurement that ranks countries against one another -- then uses that same data to help schools improve. Watch to find out where your country stacks up, and learn the single factor that makes some systems outperform others.","['data', 'education', 'global issues', 'inequality', 'teaching']",Use data to build better schools
"An insect's ability to fly is one of the greatest feats of evolution. Michael Dickinson looks at how a fruit fly takes flight with such delicate wings, thanks to a clever flapping motion and flight muscles that are both powerful and nimble. But the secret ingredient: the incredible fly brain.","['TEDx', 'animals', 'biology', 'biomechanics', 'brain', 'cognitive science', 'ecology', 'evolution', 'flight', 'insects', 'mind', 'nanoscale', 'neuroscience', 'physiology', 'science']",How a fly flies
"Bruce Feiler has a radical idea: To deal with the stress of modern family life, go agile. Inspired by agile software programming, Feiler introduces family practices which encourage flexibility, bottom-up idea flow, constant feedback and accountability. One surprising feature: Kids pick their own punishments.","['children', 'culture', 'engineering', 'family', 'parenting', 'software', 'youth']",Agile programming -- for your family
"There's a place in France where the robots do a dance. And that place is TEDxConcorde, where Bruno Maisonnier of Aldebaran Robotics choreographs a troupe of tiny humanoid Nao robots through a surprisingly emotive performance.","['TEDx', 'robots']","Dance, tiny robots!"
"Onstage at TED2013, Sugata Mitra makes his bold TED Prize wish: Help me design the School in the Cloud, a learning lab in India, where children can explore and learn from each other -- using resources and mentoring from the cloud. Hear his inspiring vision for Self Organized Learning Environments.","['TED Prize', 'code', 'education', 'technology']",Build a School in the Cloud
"Kicking off the TED2013 conference, Jennifer Granholm asks a very American question with worldwide implications: How do we make more jobs? Her big idea: Invest in new alternative energy sources. And her big challenge: Can it be done with or without our broken Congress?","['energy', 'global issues', 'work']",A clean energy proposal -- race to the top!
"Don't make people pay for music, says Amanda Palmer: Let them. In a passionate talk that begins in her days as a street performer (drop a dollar in the hat for the Eight-Foot Bride!), she examines the new relationship between artist and fan.","['TED Brain Trust', 'business', 'entertainment', 'music', 'performance art']",The art of asking
"""Desertification is a fancy word for land that is turning to desert,"" begins Allan Savory in this quietly powerful talk. And it's happening to about two-thirds of the world's grasslands, accelerating climate change and causing traditional grazing societies to descend into social chaos. Savory has devoted his life to stopping it. He now believes -- and his work may show -- that a surprising factor can protect grasslands and even reclaim degraded land that was once desert. Statements in this talk have been challenged by other scientists working in this field. ","['agriculture', 'climate change', 'green']",How to fight desertification and reverse climate change
Humankind has been looking for the giant squid (Architeuthis) since we first started taking pictures underwater. But the elusive deep-sea predator could never be caught on film. Oceanographer and inventor Edith Widder shares the key insight -- and the teamwork -- that helped to capture the squid on film for the first time.,"['oceans', 'submarine', 'technology']",How we found the giant squid
"Ron Finley plants vegetable gardens in South Central LA -- in abandoned lots, traffic medians, along the curbs. Why? For fun, for defiance, for beauty and to offer some alternative to fast food in a community where ""the drive-thrus are killing more people than the drive-bys.""","['agriculture', 'culture', 'food', 'garden', 'health', 'social change']",A guerilla gardener in South Central LA
"Kakenya Ntaiya made a deal with her father: She would undergo a traditional Maasai rite of passage, female circumcision, if he would let her go to high school. Ntaiya tells the fearless story of continuing on to college, and of working with her village elders to build a school for girls in her community, changing the destiny of 125 young women.","['Africa', 'TEDx', 'activism', 'education', 'feminism', 'global development', 'women']",A girl who demanded school
"By turn hilarious and haunting, poet Shane Koyczan puts his finger on the pulse of what it's like to be young and … different. ""To This Day,"" his spoken-word poem about bullying, captivated millions as a viral video (created, crowd-source style, by 80 animators). Here, he gives a glorious, live reprise with backstory and violin accompaniment by Hannah Epperson.","['bullying', 'children', 'compassion', 'depression', 'mental health', 'poetry', 'spoken word']",To This Day ... for the bullied and beautiful
"Activist and fundraiser Dan Pallotta calls out the double standard that drives our broken relationship to charities. Too many nonprofits, he says, are rewarded for how little they spend -- not for what they get done. Instead of equating frugality with morality, he asks us to start rewarding charities for their big goals and big accomplishments (even if that comes with big expenses). In this bold talk, he says: Let's change the way we think about changing the world.","['business', 'culture', 'global issues', 'philanthropy']",The way we think about charity is dead wrong
"Modern psychiatric drugs treat the chemistry of the whole brain, but neurobiologist David Anderson has a more nuanced view of how the brain functions. He shares new research that could lead to targeted psychiatric medications -- that work better and avoid side effects. How's he doing it? For a start, by making a bunch of fruit flies angry.","['TEDx', 'brain', 'insects', 'mental health', 'neuroscience']",Your brain is more than a bag of chemicals
"Throughout humankind's history, we've driven species after species extinct: the passenger pigeon, the Eastern cougar, the dodo ... But now, says Stewart Brand, we have the technology (and the biology) to bring back species that humanity wiped out. So -- should we? Which ones? He asks a big question whose answer is closer than you may think.","['TED Brain Trust', 'biology', 'deextinction', 'philosophy', 'technology']",The dawn of de-extinction. Are you ready?
"Human beings have been campaigning against inequality and poverty for 3,000 years. But this journey is accelerating. Bono ""embraces his inner nerd"" and shares inspiring data that shows the end of poverty is in sight … if we can harness the momentum.","['activism', 'global issues', 'inequality', 'poverty']","The good news on poverty (Yes, there's good news)"
"Ink that conducts electricity; a window that turns from clear to opaque at the flip of a switch; a jelly that makes music. All this stuff exists, and Catarina Mota says: It's time to play with it. Mota leads us on a tour of surprising and cool new materials, and suggests that the way we'll figure out what they're good for is to experiment, tinker and have fun.","['TED Fellows', 'creativity', 'design', 'manufacturing', 'science', 'technology']",Play with smart materials
"The Internet connects billions of people and machines; it's the backbone of modern life. But tech pioneer Danny Hillis thinks the Internet just wasn't designed to grow this big -- and he fears that one big cyber-attack or glitch could shut it down and take civilization with it. To head off a digital dark age, he sounds a clarion call to develop a Plan B: a parallel system to fall back on if -- or when -- the Internet crashes.","['Internet', 'TED Brain Trust', 'computers', 'technology']",The Internet could crash. We need a Plan B
"Entrepreneur Elon Musk is a man with many plans. The founder of PayPal, Tesla Motors and SpaceX sits down with TED curator Chris Anderson to share details about his visionary projects, which include a mass-marketed electric car, a solar energy leasing company and a fully reusable rocket.","['energy', 'entrepreneur', 'exploration', 'innovation', 'solar energy', 'space', 'technology', 'transportation']","The mind behind Tesla, SpaceX, SolarCity ..."
"As a child growing up in North Korea, Hyeonseo Lee thought her country was ""the best on the planet."" It wasn't until the famine of the 90s that she began to wonder. She escaped the country at 14, to begin a life in hiding, as a refugee in China. Hers is a harrowing, personal tale of survival and hope -- and a powerful reminder of those who face constant danger, even when the border is far behind.","['Asia', 'culture', 'family', 'global issues']",My escape from North Korea
"Today we know the molecular cause of 4,000 diseases, but treatments are available for only 250 of them. So what's taking so long? Geneticist and physician Francis Collins explains why systematic drug discovery is imperative, even for rare and complex diseases, and offers a few solutions -- like teaching old drugs new tricks.","['DNA', 'biology', 'biotech', 'disease', 'engineering', 'future', 'genetics', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'public health', 'science', 'synthetic biology']",We need better drugs -- now
"Composer and conductor Eric Whitacre has inspired millions by bringing together ""virtual choirs,"" singers from many countries spliced together on video. Now, for the first time ever, he creates the experience in real time, as 32 singers from around the world Skype in to join an onstage choir (assembled from three local colleges) for an epic performance of Whitacre's ""Cloudburst,"" based on a poem by Octavio Paz.","['collaboration', 'community', 'conducting', 'entertainment', 'live music', 'technology', 'virtual reality']",Virtual Choir Live
"Our bodies and homes are covered in microbes -- some good for us, some bad for us. As we learn more about the germs and microbes who share our living spaces, TED Fellow Jessica Green asks: Can we design buildings that encourage happy, healthy microbial environments?","['TED Fellows', 'architecture', 'biodiversity', 'biology', 'climate change', 'collaboration', 'data', 'design', 'ecology', 'environment', 'health', 'microbes', 'microbiology', 'science', 'sustainability', 'visualizations']",We're covered in germs. Let's design for that.
"Mark Shaw demos Ultra-Ever Dry, a liquid-repellent coating that acts as an astonishingly powerful shield against water and water-based materials. At the nano level, the spray covers a surface with an umbrella of air so that water bounces right off. Watch for an exciting two-minute kicker.","['demo', 'invention', 'nanoscale', 'technology', 'water']",One very dry demo
"In the Maasai community where Richard Turere lives with his family, cattle are all-important. But lion attacks were growing more frequent. In this short, inspiring talk, the young inventor shares the solar-powered solution he designed to safely scare the lions away.","['agriculture', 'biodiversity', 'technology']",My invention that made peace with lions
When two people are trying to make a deal -- whether they’re competing or cooperating -- what’s really going on inside their brains? Behavioral economist Colin Camerer shows research that reveals how badly we predict what others are thinking. Bonus: He presents an unexpected study that shows chimpanzees might just be better at it.,"['TEDx', 'behavioral economics', 'choice', 'economics', 'monkeys', 'neuroscience']","When you're making a deal, what's going on in your brain?"
"As we move through the world, we have an innate sense of how things feel -- the sensations they produce on our skin and how our bodies orient to them. Can technology leverage this? In this fun, fascinating TED-Ed lesson, learn about the field of haptics, and how it could change everything from the way we shop online to how dentists learn the telltale feel of a cavity.","['TEDYouth', 'engineering', 'technology']",The technology of touch
"One afternoon, Kees Moeliker got a research opportunity few ornithologists would wish for: A flying duck slammed into his glass office building, died, and then ... what happened next would change his life. [Note: Contains graphic images and descriptions of sexual behavior in animals.]","['biology', 'birds', 'environment', 'humor', 'science', 'sex']",How a dead duck changed my life
"Imagine an electric vehicle that can get you to work -- or anywhere in a six-mile radius -- quickly, without traffic frustrations or gasoline. Now imagine you can pick it up and carry it with you. Yes, this souped-up skateboard could change the face of morning commutes.","['technology', 'transportation']","A skateboard, with a boost"
"There is a corruption at the heart of American politics, caused by the dependence of Congressional candidates on funding from the tiniest percentage of citizens. That's the argument at the core of this blistering talk by legal scholar Lawrence Lessig. With rapid-fire visuals, he shows how the funding process weakens the Republic in the most fundamental way, and issues a rallying bipartisan cry that will resonate with many in the U.S. and beyond.","['corruption', 'democracy', 'global issues', 'government', 'law', 'politics']","We the People, and the Republic we must reclaim"
"3D printing has grown in sophistication since the late 1970s; TED Fellow Skylar Tibbits is shaping the next development, which he calls 4D printing, where the fourth dimension is time. This emerging technology will allow us to print objects that then reshape themselves or self-assemble over time. Think: a printed cube that folds before your eyes, or a printed pipe able to sense the need to expand or contract. ","['TED Fellows', 'design', 'industrial design', 'technology']","The emergence of ""4D printing"""
"Trivia whiz Ken Jennings has made a career as a keeper of facts; he holds the longest winning streak in history on the US quiz show Jeopardy. But in 2011, he played a challenge match against IBM's supercomputer Watson -- and lost. With humor and humility, Jennings tells us how it felt to have a computer literally beat him at his own game, and makes the case for good old-fashioned human knowledge.","['AI', 'TEDx', 'computers', 'entertainment', 'robots', 'technology']","Watson, Jeopardy and me, the obsolete know-it-all"
"At age 12, Freeman Hrabowski marched with Martin Luther King. Now he's president of the University of Maryland, Baltimore County (UMBC), where he works to create an environment that helps under-represented students -- specifically African-American, Latino and low-income learners -- get degrees in math and science. He shares the four pillars of UMBC's approach.","['community', 'curiosity', 'education', 'engineering', 'history', 'inequality', 'math', 'medical research', 'psychology', 'race', 'science', 'social change', 'technology']",4 pillars of college success in science
"Your smartphone may feel like a friend -- but a true friend would give you a smile once in a while. At TED2013, Keller Rinaudo demos Romo, the smartphone-powered mini robot who can motor along with you on a walk, slide you a cup of coffee across the table, and react to you with programmable expressions. ","['robots', 'technology']",A mini robot -- powered by your phone
"What motivates us to work? Contrary to conventional wisdom, it isn't just money. But it's not exactly joy either. It seems that most of us thrive by making constant progress and feeling a sense of purpose. Behavioral economist Dan Ariely presents two eye-opening experiments that reveal our unexpected and nuanced attitudes toward meaning in our work.","['TEDx', 'behavioral economics', 'business', 'leadership', 'motivation', 'productivity', 'work']",What makes us feel good about our work?
"When Eric Dishman was in college, doctors told him he had 2 to 3 years to live. That was a long time ago. Now, Dishman puts his experience and his expertise as a medical tech specialist together to suggest a bold idea for reinventing health care -- by putting the patient at the center of a treatment team.","['health care', 'heart health', 'technology']",Health care should be a team sport
"In 1812, four men at Cambridge University met for breakfast. What began as an impassioned meal grew into a new scientific revolution, in which these men -- who called themselves “natural philosophers” until they later coined “scientist” -- introduced four major principles into scientific inquiry. Historian and philosopher Laura Snyder tells their intriguing story.","['activism', 'computers', 'culture', 'history', 'innovation', 'math', 'philosophy', 'physics', 'science', 'science and art', 'storytelling', 'technology']",The Philosophical Breakfast Club
"It's 2013, yet 2.5 billion people in the world have no access to a basic sanitary toilet. And when there's no loo, where do you poo? In the street, probably near your water and food sources -- causing untold death and disease from contamination. Get ready for a blunt, funny, powerful talk from journalist Rose George about a once-unmentionable problem.","['big problems', 'global issues', 'health', 'sanitation', 'smell', 'water']",Let's talk crap. Seriously.
"Today, thanks to better early detection, there are 63% fewer deaths from heart disease than there were just a few decades ago. Thomas Insel, the director of the National Institute of Mental Health, wonders: Could we do the same for depression and schizophrenia? The first step in this new avenue of research, he says, is a crucial reframing: for us to stop thinking about ""mental disorders"" and start understanding them as ""brain disorders.""","[""Alzheimer's"", 'TEDx', 'brain', 'depression', 'health', 'mental health', 'neuroscience']",Toward a new understanding of mental illness
"When Joshua Prager was 19, a devastating bus accident left him a hemiplegic. He returned to Israel twenty years later to find the driver who turned his world upside down. In this mesmerizing tale of their meeting, Prager probes deep questions of nature, nurture, self-deception and identity.","['anthropology', 'disability', 'storytelling', 'writing']",In search of the man who broke my neck
"Deep brain stimulation is becoming very precise. This technique allows surgeons to place electrodes in almost any area of the brain, and turn them up or down -- like a radio dial or thermostat -- to correct dysfunction. Andres Lozano offers a dramatic look at emerging techniques, in which a woman with Parkinson's instantly stops shaking and brain areas eroded by Alzheimer's are brought back to life.","['TEDx', 'brain', 'depression', 'health care', 'mental health', 'neuroscience']","Parkinson's, depression and the switch that might turn them off"
"Remember the days you struggled just to make a yo-yo spin, and if you were really fancy, to “walk the dog”? You ain’t seen nothin’ yet. Japanese yo-yo world champion BLACK tells the inspiring story of finding his life's passion, and gives an awesome performance that will make you want to pull your yo-yo back out of the closet.","['dance', 'entertainment', 'performance', 'toy']",My journey to yo-yo mastery
"Does texting mean the death of good writing skills? John McWhorter posits that there’s much more to texting -- linguistically, culturally -- than it seems, and it’s all good news.","['culture', 'language', 'sociology', 'technology']",Txtng is killing language. JK!!!
"The US economy has been expanding wildly for two centuries. Are we witnessing the end of growth? Economist Robert Gordon lays out 4 reasons US growth may be slowing, detailing factors like epidemic debt and growing inequality, which could move the US into a period of stasis we can't innovate our way out of. Be sure to watch the opposing viewpoint from Erik Brynjolfsson.","['economics', 'global issues', 'innovation', 'technology']","The death of innovation, the end of growth"
"As machines take on more jobs, many find themselves out of work or with raises indefinitely postponed. Is this the end of growth? No, says Erik Brynjolfsson -- it’s simply the growing pains of a radically reorganized economy. A riveting case for why big innovations are ahead of us … if we think of computers as our teammates. Be sure to watch the opposing viewpoint from Robert Gordon.","['business', 'economics', 'technology', 'work']",The key to growth? Race with the machines
"What color is a mirror? How much does a video weigh? Michael Stevens, creator of the popular educational YouTube channel Vsauce, spends his day asking quirky questions like these. In this talk he shows how asking the right -- seemingly silly -- questions can make incredibly effective lessons.","['Internet', 'TED-Ed', 'computers', 'humor', 'physics', 'science', 'technology']",How much does a video weigh?
"When we drive, we get into a glass bubble, lock the doors and press the accelerator, relying on our eyes to guide us -- even though we can only see the few cars ahead of and behind us. But what if cars could share data with each other about their position and velocity, and use predictive models to calculate the safest routes for everyone on the road? Jennifer Healey imagines a world without car accidents. ","['cars', 'driverless cars', 'technology']","If cars could talk, accidents might be avoidable"
"Tech columnist David Pogue shares 10 simple, clever tips for computer, web, smartphone and camera users. And yes, you may know a few of these already -- but there's probably at least one you don't.","['culture', 'technology']",10 top time-saving tech tips
"Nilofer Merchant suggests a small idea that just might have a big impact on your life and health: Next time you have a one-on-one meeting, make it into a ""walking meeting"" -- and let ideas flow while you walk and talk.","['business', 'communication', 'health']",Got a meeting? Take a walk
"Taylor Wilson was 14 when he built a nuclear fusion reactor in his parents' garage. Now 19, he returns to the TED stage to present a new take on an old topic: fission. Wilson, who has won backing to create a company to realize his vision, explains why he's so excited about his innovative design for small modular fission reactors -- and why it could be the next big step in solving the global energy crisis.","['alternative energy', 'chemistry', 'energy', 'engineering', 'future', 'innovation', 'invention', 'nuclear energy', 'physics', 'science', 'space', 'sustainability', 'technology', 'youth']",My radical plan for small nuclear fission reactors
"Economics PhD Sebastião Salgado only took up photography in his 30s, but the discipline became an obsession. His years-long projects beautifully capture the human side of a global story that all too often involves death, destruction or decay. Here, he tells a deeply personal story of the craft that nearly killed him, and shows breathtaking images from his latest work, Genesis, which documents the world's forgotten people and places.","['Brazil', 'activism', 'environment', 'global issues', 'photography']",The silent drama of photography
"What if Andy Warhol had it wrong, and instead of being famous for 15 minutes, we’re only anonymous for that long? In this short talk, Juan Enriquez looks at the surprisingly permanent effects of digital sharing on our personal privacy. He shares insight from the ancient Greeks to help us deal with our new “digital tattoos.”","['TED Brain Trust', 'culture', 'security', 'social media', 'technology']","Your online life, permanent as a tattoo"
"Rita Pierson, a teacher for 40 years, once heard a colleague say, ""They don't pay me to like the kids."" Her response: ""Kids don't learn from people they don't like.'"" A rousing call to educators to believe in their students and actually connect with them on a real, human, personal level.","['children', 'education', 'motivation', 'teaching']",Every kid needs a champion
"In this well-argued talk, Timothy Bartik makes the macro-economic case for preschool education -- and explains why you should be happy to invest in it, even if you don't have kids that age (or kids at all). The economic benefits of well-educated kids, it turns out, go well beyond the altruistic.","['TEDx', 'business', 'culture', 'economics', 'education']",The economic case for preschool
"For foreigners, learning to speak Chinese is a hard task. But learning to read the beautiful, often complex characters of the Chinese written language may be less difficult. ShaoLan walks through a simple lesson in recognizing the ideas behind the characters and their meaning -- building from a few simple forms to more complex concepts. Call it Chineasy.","['china', 'education', 'language']",Learn to read Chinese ... with ease!
"Until recently, many teachers only got one word of feedback a year: ""satisfactory."" And with no feedback, no coaching, there's just no way to improve. Bill Gates suggests that even great teachers can get better with smart feedback -- and lays out a program from his foundation to bring it to every classroom.","['TED Brain Trust', 'culture', 'education', 'global issues', 'teaching']",Teachers need real feedback
"It took a life-threatening condition to jolt chemistry teacher Ramsey Musallam out of ten years of ""pseudo-teaching"" to understand the true role of the educator: to cultivate curiosity. In a fun and personal talk, Musallam gives 3 rules to spark imagination and learning, and get students excited about how the world works.","['chemistry', 'creativity', 'curiosity', 'education', 'science', 'social change', 'student', 'teaching', 'technology']",3 rules to spark learning
"Pearl Arredondo grew up in East Los Angeles, the daughter of a high-ranking gang member who was in and out of jail. Many teachers wrote her off as having a problem with authority. Now a teacher herself, she's creating a different kind of school and telling students her story so that they know it's okay if sometimes homework isn't the first thing on their minds.","['children', 'education', 'teaching']","My story, from gangland daughter to star teacher"
"Young poet, educator and activist Malcolm London performs his stirring poem about life on the front lines of high school. He tells of the ""oceans of adolescence"" who come to school ""but never learn to swim,"" of ""masculinity mimicked by men who grew up with no fathers."" Beautiful, lyrical, chilling.","['education', 'poetry']","""High School Training Ground"""
"Why, why, why does our education system look so similar to the way it did 50 years ago? Millions of students were failing then, as they are now -- and it’s because we’re clinging to a business model that clearly doesn’t work. Education advocate Geoffrey Canada dares the system to look at the data, think about the customers and make systematic shifts in order to help greater numbers of kids excel. ","['business', 'children', 'education']",Our failing schools. Enough is enough!
"Leaving a high-flying job in consulting, Angela Lee Duckworth took a job teaching math to seventh graders in a New York public school. She quickly realized that IQ wasn't the only thing separating the successful students from those who struggled. Here, she explains her theory of ""grit"" as a predictor of success.","['business', 'education', 'psychology', 'success']",Grit: The power of passion and perseverance
"Sir Ken Robinson outlines 3 principles crucial for the human mind to flourish -- and how current education culture works against them. In a funny, stirring talk he tells us how to get out of the educational ""death valley"" we now face, and how to nurture our youngest generations with a climate of possibility.","['culture', 'education', 'student', 'teaching', 'testing']",How to escape education's death valley
"Clinical psychologist Meg Jay has a bold message for twentysomethings: Contrary to popular belief, your 20s are not a throwaway decade. In this provocative talk, Jay says that just because marriage, work and kids are happening later in life, doesn’t mean you can’t start planning now. She gives 3 pieces of advice for how twentysomethings can re-claim adulthood in the defining decade of their lives.","['aging', 'culture', 'goal-setting', 'youth']",Why 30 is not the new 20
"In our digital world, social relations have become mediated by data. Without even realizing it, we're barricading ourselves against strangeness -- people and ideas that don't fit the patterns of who we already know, what we already like and where we've already been. Maria Bezaitis makes a bold call for technology to deliver us to what and who we need, even if it's unfamiliar and strange.","['culture', 'data', 'sociology', 'technology']",Why we need strangeness
"Can a person disappear in plain sight? That's the question Liu Bolin's remarkable work seems to ask. The Beijing-based artist is sometimes called ""The Invisible Man"" because in nearly all his art, Bolin is front and center — and completely unseen. He aims to draw attention to social and political issues by dissolving into the background.","['art', 'china', 'global issues', 'identity', 'photography']",The invisible man
"Why can't two slices of pizza be used as a slide clicker? Why shouldn't you make music with ketchup? In this charming talk, inventor Jay Silver talks about the urge to play with the world around you. He shares some of his messiest inventions, and demos MaKey MaKey, a kit for hacking everyday objects.","['creativity', 'invention', 'technology', 'toy']","Hack a banana, make a keyboard!"
